trial,pos,prob,bystander,urgency,mean_context,sd_context
0,0,0.056388921943970084,1,0,1.6,1.2649110640673515
0,1,0.686957741978866,5,1,1.6,1.2649110640673515
0,2,0.007631410722694436,2,0,1.6,1.2649110640673515
0,3,0.0018126189257082446,1,0,1.6,1.2649110640673515
0,4,0.011103637082945688,1,0,1.6,1.2649110640673515
0,5,0.005943348646773943,1,0,1.6,1.2649110640673515
0,6,0.004628684580173921,2,0,1.6,1.2649110640673515
0,7,0.0010994089528174266,1,0,1.6,1.2649110640673515
0,8,0.22302251261118142,1,0,1.6,1.2649110640673515
0,9,0.0014116690387516295,1,0,1.6,1.2649110640673515
1,0,0.05641030222115967,9,0,2.9,2.806737924669451
1,1,0.08207650542780537,1,0,2.9,2.806737924669451
1,2,0.04393238754313376,1,0,2.9,2.806737924669451
1,3,0.13532128032355722,3,1,2.9,2.806737924669451
1,4,0.014262758012821604,2,0,2.9,2.806737924669451
1,5,0.0011707584718554627,2,0,2.9,2.806737924669451
1,6,0.005945602111410642,7,0,2.9,2.806737924669451
1,7,0.04978191698403433,1,0,2.9,2.806737924669451
1,8,0.606467975306852,1,1,2.9,2.806737924669451
1,9,0.004630439580197606,2,0,2.9,2.806737924669451
2,0,0.010509950578049912,2,0,3.1,5.952590472502987
2,1,0.028569007674315715,1,0,3.1,5.952590472502987
2,2,0.7843243031617166,1,1,3.1,5.952590472502987
2,3,0.0018263555574170184,1,0,3.1,5.952590472502987
2,4,0.011187784153834684,1,0,3.1,5.952590472502987
2,5,0.0018263555574170184,1,0,3.1,5.952590472502987
2,6,0.005625571160070983,1,0,3.1,5.952590472502987
2,7,0.02683809900087062,20,1,3.1,5.952590472502987
2,8,0.12803740944438502,1,0,3.1,5.952590472502987
2,9,0.0012552345938730265,2,0,3.1,5.952590472502987
3,0,0.5178785436653608,4,1,2.4,1.2649110640673518
3,1,0.0027175778343462094,2,0,2.4,1.2649110640673518
3,2,0.0009997410150391819,1,0,2.4,1.2649110640673518
3,3,0.00225295115559464,4,0,2.4,1.2649110640673518
3,4,0.0015484291748799274,1,0,2.4,1.2649110640673518
3,5,0.0001231922644384177,2,0,2.4,1.2649110640673518
3,6,0.0002690766438726039,2,0,2.4,1.2649110640673518
3,7,0.0001581819986782457,3,0,2.4,1.2649110640673518
3,8,0.2950782994771859,4,0,2.4,1.2649110640673518
3,9,0.1789740356487796,1,1,2.4,1.2649110640673518
4,0,0.17043643823929505,1,1,4.5,5.275730597114805
4,1,0.02035572729313451,14,0,4.5,5.275730597114805
4,2,0.06270005418029355,2,0,4.5,5.275730597114805
4,3,0.3840844425809669,1,0,4.5,5.275730597114805
4,4,0.04587233957410398,1,0,4.5,5.275730597114805
4,5,0.024553694009943106,1,1,4.5,5.275730597114805
4,6,0.0018933775766824682,14,0,4.5,5.275730597114805
4,7,0.0048349090199490815,4,1,4.5,5.275730597114805
4,8,0.28100218102749447,1,0,4.5,5.275730597114805
4,9,0.004266792234383386,6,1,4.5,5.275730597114805
5,0,0.056138905469693474,1,1,2.1,2.1832697191750423
5,1,0.08694963772361872,1,1,2.1,2.1832697191750423
5,2,0.016084065707547945,1,0,2.1,2.1832697191750423
5,3,0.4415667218109634,8,1,2.1,2.1832697191750423
5,4,0.013334158810284089,2,0,2.1,2.1832697191750423
