trial,pos,prob,bystander,urgency,mean_context,sd_context
0,0,7.781132241133797e-20,1,0,1.7,1.4944341180973262
0,1,1.8795288165390832e-12,1,1,1.7,1.4944341180973262
0,2,2.229331712088314e-20,1,0,1.7,1.4944341180973262
0,3,2.7158820118920623e-19,1,0,1.7,1.4944341180973262
0,4,2.7158820118920623e-19,1,0,1.7,1.4944341180973262
0,5,4.719495271526123e-20,1,0,1.7,1.4944341180973262
0,6,7.781132241133797e-20,5,0,1.7,1.4944341180973262
0,7,1.0,1,1,1.7,1.4944341180973262
0,8,2.444759076612131e-17,1,1,1.7,1.4944341180973262
0,9,2.0879679116459336e-14,4,1,1.7,1.4944341180973262
1,0,1.0530617357553812e-20,1,0,3.5,4.196559437338057
1,1,1.0,9,1,3.5,4.196559437338057
1,2,6.305116760146989e-16,3,1,3.5,4.196559437338057
1,3,5.74952226429356e-19,1,0,3.5,4.196559437338057
1,4,3.6755466131663376e-20,13,0,3.5,4.196559437338057
1,5,7.781132241133797e-20,1,0,3.5,4.196559437338057
1,6,7.095474162284704e-23,1,0,3.5,4.196559437338057
1,7,1.522997974471263e-08,1,1,3.5,4.196559437338057
1,8,1.829946905189832e-21,1,0,3.5,4.196559437338057
1,9,1.7362052831002947e-20,4,0,3.5,4.196559437338057
2,0,5.74952226429356e-19,1,0,3.3,4.547282460742655
2,1,6.731998448546458e-22,1,0,3.3,4.547282460742655
2,2,1.8553913626159784e-07,1,1,3.3,4.547282460742655
2,3,4.4777324417183015e-19,2,0,3.3,4.547282460742655
2,4,1.7362052831002947e-20,2,0,3.3,4.547282460742655
2,5,9.479359653504757e-19,3,1,3.3,4.547282460742655
2,6,5.175555005801869e-17,1,1,3.3,4.547282460742655
2,7,4.974311419422388e-21,3,0,3.3,4.547282460742655
2,8,6.059951882577156e-20,3,0,3.3,4.547282460742655
2,9,0.9999997615814777,16,1,3.3,4.547282460742655
3,0,3.7266389560521204e-06,1,1,4.0,5.94418483337567
3,1,3.6283303370388294e-15,1,0,4.0,5.94418483337567
3,2,1.2015379896647526e-13,2,0,4.0,5.94418483337567
3,3,1.3347881367752355e-15,1,0,4.0,5.94418483337567
3,4,1.626104841508295e-14,4,0,4.0,5.94418483337567
3,5,0.9999963045256735,1,1,4.0,5.94418483337567
3,6,1.2501480974411177e-09,1,1,4.0,5.94418483337567
3,7,4.910411138391444e-16,20,0,4.0,5.94418483337567
3,8,5.982105403802484e-15,2,1,4.0,5.94418483337567
3,9,7.681175383787474e-15,7,0,4.0,5.94418483337567
4,0,6.305116760146989e-16,1,0,1.5,1.5811388300841898
4,1,5.109089028063325e-12,1,1,1.5,1.5811388300841898
4,2,3.1391327920480296e-17,1,0,1.5,1.5811388300841898
4,3,1.8064461965456932e-16,1,0,1.5,1.5811388300841898
4,4,1.0,1,1,1.5,1.5811388300841898
4,5,5.384940217754036e-13,1,1,1.5,1.5811388300841898
4,6,5.073935589580236e-19,1,0,1.5,1.5811388300841898
4,7,1.1548224173015786e-17,1,0,1.5,1.5811388300841898
