trial,i,control,prob_i,prob_control,delta_prob,delta_b,delta_pos
0,1,0,0.29768191409016587,0.21778874080311691,0.07989317328704895,17,1
0,2,0,0.13209554863729822,0.21778874080311691,-0.0856931921658187,0,2
0,3,0,0.31688074806904387,0.21778874080311691,0.09909200726592696,0,3
0,4,0,0.035553034599107136,0.21778874080311691,-0.18223570620400978,0,4
1,0,1,0.39741585616324304,0.1290220536513543,0.2683938025118887,0,-1
1,2,1,0.2907556515602392,0.1290220536513543,0.1617335979088849,0,1
1,3,1,0.1290220536513543,0.1290220536513543,0.0,0,2
1,4,1,0.05378439386817243,0.1290220536513543,-0.07523765978318186,0,3
2,0,2,0.08942533703789465,0.030904569526375606,0.05852076751151905,0,-2
2,1,2,0.1148244056525244,0.030904569526375606,0.0839198361261488,0,-1
2,3,2,0.7033846974434164,0.030904569526375606,0.6724801279170407,2,1
2,4,2,0.06146107539841423,0.030904569526375606,0.030556505872038623,2,2
3,0,3,0.05154882124730257,0.07984037620669718,-0.02829155495939461,1,-3
3,1,3,0.7575044436754094,0.07984037620669718,0.6776640674687122,0,-2
3,2,3,0.07984037620669718,0.07984037620669718,0.0,1,-1
3,4,3,0.03126594055853504,0.07984037620669718,-0.04857443564816214,0,1
4,0,4,0.19019795072236045,0.05800709761447511,0.13219085310788534,2,-4
4,1,4,0.3338077991595841,0.05800709761447511,0.275800701545109,0,-3
4,2,4,0.20246466464148477,0.05800709761447511,0.14445756702700965,0,-2
4,3,4,0.2155225136375232,0.05800709761447511,0.15751541602304808,0,-1
5,1,0,0.1382795778985645,0.20119559865944012,-0.06291602076087563,3,1
5,2,0,0.2141715999316355,0.20119559865944012,0.012976001272195392,3,2
5,3,0,0.33171546308106514,0.20119559865944012,0.13051986442162503,0,3
5,4,0,0.1146377965276049,0.20119559865944012,-0.08655780213183521,0,4
6,0,1,0.11944760533340301,0.41691315776104304,-0.29746555242764006,0,-1
6,2,1,0.11944760533340301,0.41691315776104304,-0.29746555242764006,0,1
6,3,1,0.3246922937370725,0.41691315776104304,-0.09222086402397056,1,2
6,4,1,0.019499285544049547,0.41691315776104304,-0.3974138722169935,0,3
7,0,2,0.15504945189235933,0.24014528887750156,-0.08509583698514223,0,-2
7,1,2,0.04728740548816559,0.24014528887750156,-0.19285788338933596,0,-1
7,3,2,0.541175762470815,0.24014528887750156,0.3010304735933135,1,1
7,4,2,0.0163420900500677,0.24014528887750156,-0.22380319882743385,0,2
8,0,3,0.12479631752731056,0.4636745424120211,-0.33887822488471053,0,-3
8,1,3,0.027845822315803105,0.4636745424120211,-0.435828720096218,0,-2
8,2,3,0.1505330932177877,0.4636745424120211,-0.31314144919423337,0,-1
8,4,3,0.23315021572282596,0.4636745424120211,-0.23052432668919515,3,1
9,0,4,0.1517229990550358,0.02987602991093145,0.12184696914410435,1,-4
9,1,4,0.0716688700351555,0.02987602991093145,0.041792840124224045,0,-3
9,2,4,0.18301287099305505,0.02987602991093145,0.1531368410821236,1,-2
9,3,4,0.5637192952013809,0.02987602991093145,0.5338432652904495,0,-1
10,1,0,0.10015480247209242,0.22570230457151477,-0.12554750209942234,0,1
