trial,i,control,prob_i,prob_control,delta_prob,delta_b,delta_pos
0,1,0,5.790072659140863e-05,0.9932422270705594,-0.993184326343968,19,1
0,2,0,0.006692414056672276,0.9932422270705594,-0.9865498130138871,1,2
0,3,0,3.7014696133030936e-06,0.9932422270705594,-0.9932385256009462,0,3
0,4,0,3.7014696133030936e-06,0.9932422270705594,-0.9932385256009462,0,4
1,0,1,9.604897760287682e-05,0.9993475167210242,-0.9992514677434213,1,-1
1,2,1,3.7242230195983585e-06,0.9993475167210242,-0.9993437924980045,1,1
1,3,1,0.0005527234399819922,0.9993475167210242,-0.9987947932810421,0,2
1,4,1,3.222084243401056e-08,0.9993475167210242,-0.9993474845001817,0,3
2,0,2,0.9999147726207335,8.76349601026676e-08,0.9999146849857734,0,-2
2,1,2,1.0129233823021006e-05,8.76349601026676e-08,1.0041598862918339e-05,0,-1
2,3,2,1.1252551616224135e-07,8.76349601026676e-08,2.4890556059573758e-08,0,1
2,4,2,7.484547695748798e-05,8.76349601026676e-08,7.475784199738531e-05,0,2
3,0,3,0.0003353436379922452,1.0126500414687001e-05,0.00032521713757755816,1,-3
3,1,3,0.9996454780856109,1.0126500414687001e-05,0.9996353515851962,0,-2
3,2,3,2.90129094421453e-06,1.0126500414687001e-05,-7.225209470472471e-06,0,-1
3,4,3,6.142032977100362e-06,1.0126500414687001e-05,-3.984467437586639e-06,0,1
4,0,4,4.7849576742700785e-06,1.855329433281412e-07,4.599424730941937e-06,0,-4
4,1,4,0.9999663841092601,1.855329433281412e-07,0.9999661985763167,0,-3
4,2,4,2.753553023692875e-05,1.855329433281412e-07,2.734999729360061e-05,1,-2
4,3,4,1.0676683721633408e-06,1.855329433281412e-07,8.821354288351995e-07,0,-1
5,1,0,0.006533918969060214,0.022805623495569353,-0.01627170452650914,0,1
5,2,0,0.0008842697743228404,0.022805623495569353,-0.02192135372124651,0,2
5,3,0,0.9697197253053736,0.022805623495569353,0.9469141018098043,0,3
5,4,0,5.652947540219717e-05,0.022805623495569353,-0.022749094020167157,0,4
6,0,1,2.2603164733094454e-06,0.9999938011552557,-0.9999915408387824,19,-1
6,2,1,3.466307578234157e-07,0.9999938011552557,-0.9999934545244978,0,1
6,3,1,7.338173200706349e-07,0.9999938011552557,-0.9999930673379357,0,2
6,4,1,2.902303801487327e-06,0.9999938011552557,-0.9999908988514542,4,3
7,0,2,0.9990518746626533,0.00020327538824048666,0.9988485992744128,0,-2
7,1,2,0.0007095011580869396,0.00020327538824048666,0.0005062257698464529,2,-1
7,3,2,2.751033224255867e-05,0.00020327538824048666,-0.00017576505599792798,0,1
7,4,2,7.88184215071061e-06,0.00020327538824048666,-0.00019539354608977605,5,2
8,0,3,8.315057222016768e-07,0.9999725826157975,-0.9999717511100753,0,-3
8,1,3,6.144042427930034e-06,0.9999725826157975,-0.9999664385733695,0,-2
8,2,3,1.6701238885123605e-05,0.9999725826157975,-0.9999558813769124,0,-1
