trial,i,control,prob_i,prob_control,delta_prob,delta_b,delta_pos
0,1,0,8.094941962803061e-16,0.0001233946226544279,-0.0001233946226536184,3,1
0,2,0,3.0984349781868876e-12,0.0001233946226544279,-0.0001233946195559929,0,2
0,3,0,1.1398505282814422e-12,0.0001233946226544279,-0.00012339462151457736,0,3
0,4,0,0.999876633606226,0.0001233946226544279,0.9997532389835716,0,4
0,5,0,4.59848523386639e-10,0.0001233946226544279,-0.0001233941628059045,0,5
0,6,0,3.6279012919715435e-15,0.0001233946226544279,-0.00012339462265079998,0,6
0,7,0,2.0877090663135784e-14,0.0001233946226544279,-0.0001233946226335508,0,7
0,8,0,5.748820461149568e-19,0.0001233946226544279,-0.00012339462265442732,2,8
0,9,0,1.3886222176893333e-11,0.0001233946226544279,-0.00012339460876820572,19,9
1,0,1,8.764248219443636e-08,4.1937956583795446e-13,8.764206281487052e-08,0,-1
1,2,1,1.626111044617819e-14,4.1937956583795446e-13,-4.0311845539177625e-13,1,1
1,3,1,0.9999990463265931,4.1937956583795446e-13,0.9999990463261738,0,2
1,4,1,2.825757287115611e-15,4.1937956583795446e-13,-4.165538085508388e-13,1,3
1,5,1,5.675685232632723e-14,4.1937956583795446e-13,-3.626227135116272e-13,0,4
1,6,1,1.1399918530443554e-12,4.1937956583795446e-13,7.20612287206401e-13,3,5
1,7,1,8.315279260963632e-07,4.1937956583795446e-13,8.315275067167973e-07,0,6
1,8,1,1.713908431542013e-15,4.1937956583795446e-13,-4.176656574064124e-13,0,7
1,9,1,2.444759076612131e-17,4.1937956583795446e-13,-4.1935511824718834e-13,0,8
2,0,2,1.0,1.2501528663867426e-09,0.9999999987498471,0,-2
2,1,2,2.413362771833214e-12,1.2501528663867426e-09,-1.2477395036149093e-09,0,-1
2,3,2,3.2661313427874473e-13,1.2501528663867426e-09,-1.2498262532524639e-09,4,1
2,4,2,6.224144622907783e-11,1.2501528663867426e-09,-1.1879114201576648e-09,0,2
2,5,2,5.109089028063325e-12,1.2501528663867426e-09,-1.2450437773586793e-09,0,3
2,6,2,4.910429870159115e-16,1.2501528663867426e-09,-1.2501523753437556e-09,1,4
2,7,2,4.910429870159115e-16,1.2501528663867426e-09,-1.2501523753437556e-09,0,5
2,8,2,2.0067804543947087e-18,1.2501528663867426e-09,-1.250152864379962e-09,1,6
2,9,2,6.224144622907783e-11,1.2501528663867426e-09,-1.1879114201576648e-09,0,7
3,0,3,1.522997974471263e-08,1.2015425731771786e-13,1.522985959045531e-08,1,-3
3,1,3,1.0,1.2015425731771786e-13,0.9999999999998799,0,-2
3,2,3,4.658886145103398e-15,1.2015425731771786e-13,-1.1549537117261447e-13,3,-1
3,4,3,3.4872615319944465e-19,1.2015425731771786e-13,-1.2015390859156467e-13,19,1
3,5,3,7.582560427911907e-10,1.2015425731771786e-13,7.58135888533873e-10,0,2
3,6,3,3.775134544279098e-11,1.2015425731771786e-13,3.763119118547326e-11,1,3
3,7,3,1.1399918530443554e-12,1.2015425731771786e-13,1.0198375957266376e-12,1,4
3,8,3,5.175555005801869e-17,1.2015425731771786e-13,-1.2010250176765984e-13,2,5
3,9,3,1.026187963170189e-10,1.2015425731771786e-13,1.0249864205970118e-10,0,6
4,0,4,0.9999228775396172,7.484604798533887e-05,0.9998480314916318,0,-4
