trial,i,control,prob_i,prob_control,delta_prob,delta_b,delta_pos
0,1,0,0.029713116816631312,0.035840860308799925,-0.006127743492168613,0,1
0,2,0,0.12509689436819346,0.035840860308799925,0.08925603405939353,1,2
0,3,0,0.1417533523367826,0.035840860308799925,0.10591249202798267,0,3
0,4,0,0.20624991064336762,0.035840860308799925,0.17040905033456769,0,4
0,5,0,0.08076862550952978,0.035840860308799925,0.04492776520072985,0,5
0,6,0,0.04323232986974626,0.035840860308799925,0.007391469560946336,11,6
0,7,0,0.033669372356559674,0.035840860308799925,-0.0021714879522402517,0,7
0,8,0,0.20624991064336762,0.035840860308799925,0.17040905033456769,0,8
0,9,0,0.09742555929374988,0.035840860308799925,0.061584698984949955,1,9
1,0,1,0.008912910626226777,0.01218250441021786,-0.0032695937839910833,0,-1
1,2,1,0.022759914615789738,0.01218250441021786,0.010577410205571878,0,1
1,3,1,0.03752475534637128,0.01218250441021786,0.02534225093615342,0,2
1,4,1,0.042521118472451734,0.01218250441021786,0.030338614062233874,0,3
1,5,1,0.01009965088843175,0.01218250441021786,-0.00208285352178611,0,4
1,6,1,0.016651509246402876,0.01218250441021786,0.004469004836185016,0,5
1,7,1,0.7080401900911003,0.01218250441021786,0.6958576856808825,0,6
1,8,1,0.09001720851256982,0.01218250441021786,0.07783470410235196,10,7
1,9,1,0.05129025934068452,0.01218250441021786,0.03910775493046666,0,8
2,0,2,0.019691284259636295,0.04437499408399428,-0.024683709824357983,0,-2
2,1,2,0.018498249657075718,0.04437499408399428,-0.02587674442691856,0,-1
2,3,2,0.5078449447320099,0.04437499408399428,0.46346995064801566,3,1
2,4,2,0.12840330290409172,0.04437499408399428,0.08402830882009743,2,2
2,5,2,0.0472369353169247,0.04437499408399428,0.0028619412329304247,0,3
2,6,2,0.05352646018199096,0.04437499408399428,0.009151466097996684,3,4
2,7,2,0.050283455901127684,0.04437499408399428,0.005908461817133406,0,5
2,8,2,0.0472369353169247,0.04437499408399428,0.0028619412329304247,3,6
2,9,2,0.0829034033085011,0.04437499408399428,0.03852840922450682,0,7
3,0,3,0.09967857786560724,0.13624446214895855,-0.03656588428335131,0,-3
3,1,3,0.015286208648245531,0.13624446214895855,-0.12095825350071301,7,-2
3,2,3,0.1061072938107513,0.13624446214895855,-0.030137168338207246,0,-1
3,4,3,0.3703508456876902,0.13624446214895855,0.23410638353873167,0,1
3,5,3,0.011183629154395748,0.13624446214895855,-0.1250608329945628,4,2
3,6,3,0.004662030236636861,0.13624446214895855,-0.1315824319123217,6,3
3,7,3,0.008182117877699246,0.13624446214895855,-0.12806234427125932,2,4
3,8,3,0.023675737460909434,0.13624446214895855,-0.11256872468804911,4,5
3,9,3,0.22462914276008647,0.13624446214895855,0.08838468061112792,0,6
