0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.9433475701129463,0.39233683016710835,0.5156199157230156,0.39233683016710835,0.25683199138751883,0.3073580295544412,0.5312093733737563,0.40733340004593027,0.8807970811069351,0.6513548511303338,0.6224593312018546,0.6076631769380229,0.4073334000459302,0.5,0.37754066879814546,0.7431680199891789,0.5926665999540698,0.6791787056691698,0.7310585786300049,0.7310585786300049,0.8807970842359877
0.880797071719777,0.651354857898194,0.7549149813536518,0.3629691917376783,0.8175744850834648,0.1824255304737224,0.5312093733737562,0.5,0.7981867849406659,0.19193277951396834,0.4073334000459302,0.8670357563664174,0.3073580232098525,0.29421497216298875,0.5312093733737563,0.5,0.3775406758018019,0.2942149659744614,0.2689414272294874,0.7431680143008301,0.28140560742914383
0.46879062662624377,0.8267117940706734,0.7310585903489892,0.5,0.5621765008857982,0.7057850154599562,0.5312093733737562,0.8872046004274975,0.4378234991142019,0.6513548511303338,0.7057850340255386,0.5926665999540698,0.5926665999540698,0.7549149758396752,0.9046505351008904,0.914900959053549,0.5926665999540698,0.5926665999540698,0.5621765008857981,0.5312093733737563,0.9099069968764882
0.2814056194821862,0.6224593312018546,0.20181322226037882,0.28140560140262283,0.6791787056691698,0.5621765008857981,0.18242552825126704,0.6513548714339145,0.6513548646660543,0.1561048954824357,0.5621765008857981,0.6076631698328916,0.3073580105206753,0.731058584489497,0.268941415510503,0.665410572017153,0.43782349911420193,0.19193279338050545,0.2120688018671865,0.20181322466072713,0.1824255326961778
0.334589441253186,0.19193277951396834,0.6224593312018546,0.7772998560157665,0.5312093733737563,0.4687906266262437,0.320821300824607,0.3486451217982255,0.22270012850745968,0.2942149783515163,0.3208213008246071,0.32082129433083023,0.23370636758849891,0.3486451217982255,0.32082130731838393,0.19193278182505782,0.21206880435710532,0.14804719051380197,0.26894141551050293,0.8267117983401363,0.23370636225126953
0.5621765008857981,0.5312093733737562,0.8933093982432729,0.23370636758849894,0.8740772335247532,0.6224593312018546,0.6791787121629466,0.6224593312018546,0.3775406617944891,0.40733340004593027,0.40733340004593027,0.4378234991142019,0.45326184801538616,0.9046505421702797,0.5621765008857981,0.622459324198198,0.6513548511303338,0.5621765008857981,0.6224593312018546,0.5926665999540698,0.679178692681616
0.7981867849406659,0.9399133523506772,0.9284088025362857,0.37754066879814546,0.37754066879814546,0.8354835289107307,0.5621765008857981,0.8670357718273068,0.7310585786300049,0.9496693645535724,0.798186775339273,0.8175744673038222,0.7310585727705127,0.7662936430859597,0.8080672112416737,0.6513548511303338,0.5621765008857981,0.904650538956921,0.9362850088593059,0.7057850154599563,0.5621765008857981
0.8670357460591569,0.3629692055196168,0.787931188173138,0.2942149721629888,0.6791787056691698,0.7981867825403177,0.2337063569140403,0.40733340004593027,0.2814055953761018,0.30735802955444114,0.26894141551050293,0.2942149659744614,0.5926665999540698,0.731058584489497,0.20181321265898589,0.8354835391516133,0.9149009561531425,0.7662936377487305,0.21206879937726764,0.2689414272294874,0.651354857898194
0.9324533149608595,0.5621765008857982,0.5926665999540698,0.6513548646660543,0.8933094110250333,0.6791787056691698,0.40733340004593027,0.5926665999540698,0.6224593382055109,0.7310585786300049,0.6224593312018545,0.5,0.5621765008857981,0.5312093733737563,0.817574471748733,0.651354857898194,0.9465966741548681,0.7772998611746912,0.651354857898194,0.880797068590724,0.5621765008857981
0.5621765008857982,0.7310585903489892,0.2689414272294874,0.5621765008857981,0.7772998663336158,0.4073334000459302,0.3073580295544412,0.8175744806385543,0.5,0.8267117983401363,0.2942149783515162,0.348645142101806,0.6224593312018546,0.3486451353339458,0.8354835371034368,0.43782349911420193,0.43782349911420193,0.7981867801399695,0.7310585727705126,0.5926665999540697,0.34864513533394575
0.8933094103149354,0.2689414272294874,0.3073580168652638,0.22270013882530884,0.12592277139559052,0.5,0.3775406687981454,0.8807970670261976,0.5,0.4073334000459302,0.7310585727705127,0.880797068590724,0.6513548714339144,0.1919327887583263,0.2942149721629888,0.9099070054272775,0.8740772400852111,0.8872045825331214,0.8175744806385542,0.36296921241058616,0.8175744695262775
0.6513548714339145,0.30735800417608683,0.5774953651858117,0.23370634623958195,0.2568319856991699,0.2814055953761018,0.17328820379459514,0.348645142101806,0.26894141551050293,0.5926665999540697,0.2689414213699951,0.5621765008857981,0.22270013882530887,0.843895106480586,0.8354835391516133,0.25683199707586785,0.19193279106941588,0.7431680029241321,0.5312093733737562,0.4073334000459302,0.4378234991142019
0.46879062662624377,0.5621765008857981,0.1561049013715009,0.2018132246607271,0.17328821446825263,0.19193277951396837,0.21206880684702423,0.5926665999540698,0.1561049013715009,0.5312093733737563,0.22270014914315836,0.1480472055495773,0.19193279106941588,0.1329642281726931,0.6224593312018546,0.17328819952513225,0.13296424019782926,0.16451646084838673,0.4378234991142019,0.6224593312018546,0.5621765008857981
0.8519527982093666,0.46879062662624377,0.7310585844894971,0.20181322946142372,0.6791787121629465,0.14804719239327382,0.21206880186718646,0.2337063515768111,0.2942149597859341,0.8354835371034369,0.2942149659744614,0.7772998508568416,0.32082131381216084,0.8740772253241802,0.17328819952513227,0.2568319970758679,0.2942149783515162,0.8872046049010911,0.3775406687981454,0.1732882016598637,0.8872045922259088
0.24508502416032488,0.6791786926816161,0.2018132246607271,0.3775406687981454,0.29421497216298875,0.2568319913875189,0.8267117983401363,0.3073580295544412,0.8080672089305841,0.7549149868676283,0.7772998663336158,0.3486451285660856,0.29421496597446145,0.8596637577007394,0.7057850278370112,0.40733340004593027,0.3073580232098525,0.320821300824607,0.4378234991142019,0.7549149868676284,0.2018132198600306
0.9099070042057363,0.43782349911420193,0.3923368230619772,0.40733340004593027,0.8596637541053281,0.5,0.3775406687981454,0.46879062662624377,0.7981867729389246,0.5621765008857982,0.7772998663336158,0.5621765008857981,0.6791786861878392,0.7772998663336157,0.5,0.7662936377487305,0.9362850013033613,0.7772998611746911,0.5312093733737563,0.9149009480320036,0.7879312031126512
0.6513548714339145,0.8175744739711883,0.5,0.33458943461801643,0.3923368230619772,0.9196425267730008,0.40733340004593027,0.6654105454764746,0.766293653760418,0.5312093733737563,0.7310585903489891,0.5926665999540698,0.9099069980980297,0.9099070072595894,0.665410558746814,0.7185943985973772,0.754914975839675,0.6926419704455588,0.5621765008857981,0.5774953651858117,0.5774953651858117
