trial,pos,prob,bystander,urgency,mean_context,sd_context
0,0,2.789462772385846e-10,1,0,1.0,0.0
0,1,8.592150230932485e-10,1,1,1.0,0.0
0,2,5.602785751061334e-09,1,1,1.0,0.0
0,3,1.3709577789362383e-06,1,1,1.0,0.0
0,4,0.9999985694905718,1,1,1.0,0.0
1,0,0.013092574406657653,1,0,5.4,7.700649323271382
1,1,0.0029213482241127555,2,0,5.4,7.700649323271382
1,2,0.006184494238978111,19,0,5.4,7.700649323271382
1,3,0.26297132396724726,1,0,5.4,7.700649323271382
1,4,0.7148301926495844,4,1,5.4,7.700649323271382
2,0,0.02890029862621599,1,1,1.8,1.3038404810405297
2,1,0.0001516548487829049,1,0,1.8,1.3038404810405297
2,2,0.01365153443525153,2,1,1.8,1.3038404810405297
2,3,0.0002500365749931867,4,0,1.8,1.3038404810405297
2,4,0.9570464685746966,1,0,1.8,1.3038404810405297
3,0,0.0001229456749505577,1,0,3.6,2.6076809620810595
3,1,0.00026027599591278716,5,1,3.6,2.6076809620810595
3,2,0.0009084524893305636,1,0,3.6,2.6076809620810595
3,3,0.9962389598243776,7,1,3.6,2.6076809620810595
3,4,0.0024694298937656557,4,0,3.6,2.6076809620810595
4,0,0.00246029869640448,1,0,1.0,0.0
4,1,0.0003329653796947969,1,0,1.0,0.0
4,2,0.9925554271611317,1,0,1.0,0.0
4,3,0.0014922465914203413,1,0,1.0,0.0
4,4,0.0031590860588270697,1,0,1.0,0.0
5,0,3.071981657314184e-06,2,0,1.8,0.8366600265340756
5,1,2.0698849589145704e-08,1,0,1.8,0.8366600265340756
5,2,0.499979733879176,1,1,1.8,0.8366600265340756
5,3,3.742439798762189e-05,3,1,1.8,0.8366600265340756
5,4,0.499979733879176,2,1,1.8,0.8366600265340756
6,0,9.248478129224072e-05,1,0,1.2,0.44721359549995804
6,1,0.9622639309661756,2,1,1.2,0.44721359549995804
6,2,9.747824231975789e-06,1,0,1.2,0.44721359549995804
6,3,0.00032280360505577104,1,0,1.2,0.44721359549995804
6,4,0.03731102373316815,1,0,1.2,0.44721359549995804
7,0,0.00024183237443395792,1,1,1.2,0.4472135954999579
7,1,3.832104196288257e-08,1,0,1.2,0.4472135954999579
7,2,0.43724308591832833,1,1,1.2,0.4472135954999579
7,3,0.0010838175093545717,2,1,1.2,0.4472135954999579
7,4,0.5614312355901154,1,1,1.2,0.4472135954999579
8,0,6.47461213351571e-07,4,0,2.2,1.3038404810405297
8,1,2.901719843345558e-06,1,0,2.2,1.3038404810405297
8,2,3.058390213843963e-07,2,0,2.2,1.3038404810405297
8,3,0.9997927380058335,3,1,2.2,1.3038404810405297
8,4,0.00020342626613230685,1,0,2.2,1.3038404810405297
9,0,0.0003781062447905874,1,0,1.0,0.0
9,1,0.0027938482541136553,1,0,1.0,0.0
9,2,0.09251956969735886,1,0,1.0,0.0
9,3,0.026507300521734,1,0,1.0,0.0
9,4,0.8778011977413297,1,0,1.0,0.0
10,0,2.89525711364814e-06,1,0,1.0,0.0
10,1,7.46696651086568e-05,1,0,1.0,0.0
10,2,0.0004296942546507282,1,0,1.0,0.0
10,3,0.7769055302709518,1,1,1.0,0.0
10,4,0.2225871611298373,1,0,1.0,0.0
11,0,5.5920028102442495e-09,20,0,4.8,8.497058314499201
11,1,0.9980730068673203,1,1,4.8,8.497058314499201
11,2,2.377777832763042e-07,1,1,4.8,8.497058314499201
11,3,1.5200639623778858e-08,1,0,4.8,8.497058314499201
11,4,0.0019267342527389902,1,1,4.8,8.497058314499201
12,0,1.522942782597352e-08,1,0,1.8,0.8366600265340756
12,1,8.763930612138335e-08,2,1,1.8,0.8366600265340756
12,2,3.398144669778425e-09,2,0,1.8,0.8366600265340756
12,3,0.9999644768920447,1,1,1.8,0.8366600265340756
12,4,3.535625324942473e-05,3,0,1.8,0.8366600265340756
13,0,7.242092716060314e-05,1,0,5.4,8.203657720797473
13,1,0.000882267087064763,3,0,5.4,8.203657720797473
13,2,0.9675235296892017,2,1,5.4,8.203657720797473
13,3,0.017720808153352526,1,0,5.4,8.203657720797473
13,4,0.013800979266489084,20,0,5.4,8.203657720797473
14,0,2.091989710369006e-05,1,0,1.6,0.8944271909999159
14,1,4.428742251604731e-05,1,0,1.6,0.8944271909999159
14,2,0.006572833149945335,3,1,1.6,0.8944271909999159
14,3,0.975495079214611,2,1,1.6,0.8944271909999159
14,4,0.01786681291298963,1,0,1.6,0.8944271909999159
15,0,7.964698358797623e-09,4,0,1.8,1.30384048104053
15,1,1.158856773207422e-08,2,0,1.8,1.30384048104053
15,2,0.9770209406505973,1,1,1.8,1.30384048104053
15,3,1.7198959465913164e-06,1,0,1.8,1.30384048104053
15,4,0.022977329065455805,1,1,1.8,1.30384048104053
16,0,4.5364959466164946e-05,3,1,2.4,1.3416407864998738
16,1,2.2585883384473305e-06,3,0,2.4,1.3416407864998738
16,2,0.9992297864179164,1,0,2.4,1.3416407864998738
16,3,1.2997278496424345e-05,1,0,2.4,1.3416407864998738
16,4,0.0007096273613703358,4,0,2.4,1.3416407864998738
17,0,0.00021073129495871555,1,0,1.8,1.30384048104053
17,1,0.00034743700272970446,1,0,1.8,1.30384048104053
17,2,0.6281808747292895,4,0,1.8,1.30384048104053
17,3,0.23109481537567403,1,0,1.8,1.30384048104053
17,4,0.1401660908259768,2,0,1.8,1.30384048104053
18,0,1.1202911267622235e-07,1,1,1.4,0.8944271909999159
18,1,0.004068391601026078,1,1,1.4,0.8944271909999159
18,2,3.382986069946008e-09,1,0,1.4,0.8944271909999159
18,3,0.995502761066098,1,1,1.4,0.8944271909999159
18,4,0.0004288053199621504,3,1,1.4,0.8944271909999159
19,0,4.7539663346440836e-07,16,0,6.2,6.906518659932803
19,1,1.659297291613566e-06,2,0,6.2,6.906518659932803
19,2,0.04692916758592455,11,1,6.2,6.906518659932803
19,3,0.010471312679079848,1,0,6.2,6.906518659932803
19,4,0.9425974159551744,1,1,6.2,6.906518659932803
20,0,2.086613911975139e-05,20,0,9.2,9.884331034521253
20,1,0.9729883092767417,1,0,9.2,9.884331034521253
20,2,0.013878931231450578,2,0,9.2,9.884331034521253
20,3,0.006555942901529915,3,0,9.2,9.884331034521253
20,4,0.006555942901529915,20,1,9.2,9.884331034521253
21,0,0.00020287410998955059,1,0,4.0,3.9370039370059056
21,1,0.00012304936777057546,2,0,4.0,3.9370039370059056
21,2,0.9970795815555531,1,0,4.0,3.9370039370059056
21,3,0.00012304936777057546,6,0,4.0,3.9370039370059056
21,4,0.0024715126197307922,10,0,4.0,3.9370039370059056
22,0,0.009375142849129945,1,1,1.0,0.0
22,1,0.14665190845061882,1,1,1.0,0.0
22,2,2.581582693111371e-07,1,0,1.0,0.0
22,3,0.8439234899621579,1,1,1.0,0.0
22,4,4.919625805436146e-05,1,0,1.0,0.0
23,0,8.763094858437254e-08,1,0,3.8,3.8340579025361627
23,1,3.223762439454237e-08,2,0,3.8,3.8340579025361627
23,2,0.9998686486195488,5,1,3.8,3.8340579025361627
23,3,7.88828660470874e-06,10,0,3.8,3.8340579025361627
23,4,0.00012339356355443138,1,0,3.8,3.8340579025361627
24,0,2.9021792507931894e-06,2,0,1.2,0.44721359549995804
24,1,1.4449099677503666e-07,1,0,1.2,0.44721359549995804
24,2,1.4449099677503666e-07,1,0,1.2,0.44721359549995804
24,3,0.9999513649749275,1,1,1.2,0.44721359549995804
24,4,4.5397721682086886e-05,1,0,1.2,0.44721359549995804
25,0,0.0006301996183935441,1,0,1.4,0.8944271909999159
25,1,0.0021996127998550464,1,0,1.4,0.8944271909999159
25,2,0.016253062374054855,3,1,1.4,0.8944271909999159
25,3,0.09352991623102411,1,0,1.4,0.8944271909999159
25,4,0.8873872173352947,1,0,1.4,0.8944271909999159
26,0,0.039077544409751024,1,1,1.8,1.7888543819998322
26,1,0.0005574113669472051,1,0,1.8,1.7888543819998322
26,2,0.039077544409751024,5,0,1.8,1.7888543819998322
26,3,0.7848934845012083,1,0,1.8,1.7888543819998322
26,4,0.13639403192547683,1,0,1.8,1.7888543819998322
27,0,0.059659959361694645,1,1,1.0,0.0
27,1,0.04646322306889598,1,0,1.0,0.0
27,2,0.004897187682106563,1,0,1.0,0.0
27,3,0.16217258341949964,1,0,1.0,0.0
27,4,0.7268070729591206,1,0,1.0,0.0
28,0,9.867041700355118e-07,1,0,1.2,0.4472135954999579
28,1,0.9241365106623503,1,1,1.2,0.4472135954999579
28,2,2.0888527443569737e-06,2,0,1.2,0.4472135954999579
28,3,2.6821400154722955e-06,1,0,1.2,0.4472135954999579
28,4,0.07585773742380311,1,0,1.2,0.4472135954999579
29,0,1.4390983705267863e-07,2,0,3.2,2.6832815729997477
29,1,0.004070135999190959,1,1,3.2,2.6832815729997477
29,2,2.1635989561679026e-10,1,0,3.2,2.6832815729997477
29,3,9.199856863046563e-09,5,0,3.2,2.6832815729997477
29,4,0.9959296639002696,7,1,3.2,2.6832815729997477
30,0,0.00020034254151495964,1,0,1.6,0.8944271909999159
30,1,0.00020034254151495964,3,0,1.6,0.8944271909999159
30,2,0.984636996149473,1,0,1.6,0.8944271909999159
30,3,0.004023985596097666,2,1,1.6,0.8944271909999159
30,4,0.010938326923853225,1,0,1.6,0.8944271909999159
31,0,6.929204718665846e-06,15,0,4.2,6.058052492344385
31,1,3.1054541053779664e-05,2,0,4.2,6.058052492344385
31,2,0.878301359170287,1,0,4.2,6.058052492344385
31,3,0.11886516321041268,1,1,4.2,6.058052492344385
31,4,0.0027954406995155294,2,0,4.2,6.058052492344385
32,0,7.922435337747955e-05,1,1,1.0,0.0
32,1,6.85424958086274e-07,1,1,1.0,0.0
32,2,7.224319018113377e-08,1,0,1.0,0.0
32,3,0.49996000593063944,1,1,1.0,0.0
32,4,0.49996000593063944,1,1,1.0,0.0
33,0,0.00015829140572601934,5,1,2.0,1.7320508075688772
33,1,2.257905637060244e-06,1,0,2.0,1.7320508075688772
