trial,pos,prob,bystander,urgency,mean_context,sd_context
0,0,0.047425874568977164,3,0,2.0,1.4142135623730951
0,1,0.9525741476724274,1,0,2.0,1.4142135623730951
1,0,6.82560337633487e-08,6,0,3.5,3.5355339059327378
1,1,0.9999998807907247,1,0,3.5,3.5355339059327378
2,0,4.139937718785167e-08,1,0,2.0,1.4142135623730951
2,1,1.0,3,1,2.0,1.4142135623730951
3,0,1.3709577789362383e-06,5,1,3.5,2.1213203435596424
3,1,0.9999985694905718,2,0,3.5,2.1213203435596424
4,0,0.09534945969074979,2,0,1.5,0.7071067811865476
4,1,0.9046505126460354,1,1,1.5,0.7071067811865476
5,0,0.9995694822610254,2,1,1.5,0.7071067811865476
5,1,0.0004305571096741222,1,1,1.5,0.7071067811865476
6,0,1.0,1,1,1.0,0.0
6,1,2.646573638909117e-09,1,0,1.0,0.0
7,0,1.3709577789362383e-06,1,1,1.0,0.0
7,1,0.9999985694905718,1,1,1.0,0.0
8,0,0.9999982118638471,1,0,7.0,8.48528137423857
8,1,1.7603429545652396e-06,13,1,7.0,8.48528137423857
9,0,0.002472623024627213,1,0,1.0,0.0
9,1,0.9975274099865513,1,0,1.0,0.0
10,0,1.0,1,1,1.5,0.7071067811865476
10,1,3.398267819495071e-09,2,0,1.5,0.7071067811865476
11,0,1.0,1,1,1.0,0.0
11,1,3.775134544279098e-11,1,0,1.0,0.0
12,0,1.0,6,1,13.0,9.899494936611665
12,1,4.139937718785167e-08,20,1,13.0,9.899494936611665
13,0,0.9999870063564401,20,1,11.0,12.727922061357855
13,1,1.3007123989067183e-05,2,0,11.0,12.727922061357855
14,0,1.0,2,0,2.0,0.0
14,1,9.237449661970594e-09,2,0,2.0,0.0
15,0,0.9999994039539004,1,0,1.0,0.0
15,1,6.47594599989589e-07,1,0,1.0,0.0
16,0,0.9999417100552707,2,0,2.0,0.0
16,1,5.829127258796956e-05,2,0,2.0,0.0
17,0,0.9770226476651187,1,0,1.5,0.7071067811865476
17,1,0.02297737289127478,2,0,1.5,0.7071067811865476
18,0,1.0,1,1,3.5,3.5355339059327378
18,1,3.2241867372567335e-08,6,0,3.5,3.5355339059327378
19,0,0.9999898673126559,2,1,5.0,4.242640687119285
19,1,1.0129987330277146e-05,8,0,5.0,4.242640687119285
