trial,i,control,prob_i,prob_control,delta_prob,delta_b,delta_pos
0,1,0,0.02038393410833086,0.10351815902837183,-0.08313422492004097,0,1
0,2,0,0.29953972511262406,0.10351815902837183,0.19602156608425222,2,2
0,3,0,0.04889851592632815,0.10351815902837183,-0.05461964310204368,0,3
0,4,0,0.1414925473604414,0.10351815902837183,0.037974388332069564,0,4
0,5,0,0.04053829353873409,0.10351815902837183,-0.06297986548963774,0,5
0,6,0,0.02169858490926496,0.10351815902837183,-0.08181957411910687,0,6
0,7,0,0.06278693728771566,0.10351815902837183,-0.04073122174065617,1,7
0,8,0,0.233281772478705,0.10351815902837183,0.12976361345033316,0,8
0,9,0,0.02786153452965328,0.10351815902837183,-0.07565662449871854,0,9
1,0,1,0.07439796549275794,0.008885569851805062,0.06551239564095288,2,-1
1,2,1,0.012928427848366687,0.008885569851805062,0.004042857996561625,0,1
1,3,1,0.06989042063064302,0.008885569851805062,0.06100485077883796,5,2
1,4,1,0.016600429955116437,0.008885569851805062,0.0077148601033113755,0,3
1,5,1,0.014649828016962789,0.008885569851805062,0.005764258165157727,0,4
1,6,1,0.0008264867411113186,0.008885569851805062,-0.008059083110693744,0,5
1,7,1,0.0006046706169142177,0.008885569851805062,-0.008280899234890844,0,6
1,8,1,0.7998535437861333,0.008885569851805062,0.7909679739343282,4,7
1,9,1,0.0013626462700218611,0.008885569851805062,-0.0075229235817832005,0,8
2,0,2,0.07572049935120097,0.01161211743602906,0.0641083819151719,5,-2
2,1,2,0.055398300756982675,0.01161211743602906,0.04378618332095362,0,-1
2,3,2,0.029652573600707204,0.01161211743602906,0.018040456164678143,0,1
2,4,2,0.007497346511279795,0.01161211743602906,-0.004114770924749265,0,2
2,5,2,0.00013309377588224838,0.01161211743602906,-0.011479023660146812,0,3
2,6,2,0.0013028434686795272,0.01161211743602906,-0.010309273967349533,0,4
2,7,2,0.0008411789657191402,0.01161211743602906,-0.01077093847030992,1,5
2,8,2,0.8140721355035266,0.01161211743602906,0.8024600180674976,5,6
2,9,2,0.0037699025768617484,0.01161211743602906,-0.007842214859167312,1,7
3,0,3,0.0834515515430462,0.06918376618651782,0.014267785356528381,0,-3
3,1,3,0.03478778232153938,0.06918376618651782,-0.03439598386497844,0,-2
3,2,3,0.06918376618651782,0.06918376618651782,0.0,1,-1
3,4,3,0.06499213369024809,0.06918376618651782,-0.004191632496269734,1,1
3,5,3,0.03941972172327784,0.06918376618651782,-0.029764044463239984,0,2
3,6,3,0.047549260766375084,0.06918376618651782,-0.02163450542014274,1,3
3,7,3,0.047549260766375084,0.06918376618651782,-0.02163450542014274,19,4
3,8,3,0.5112026685473711,0.06918376618651782,0.4420189023608532,19,5
3,9,3,0.0326800971391658,0.06918376618651782,-0.03650366904735202,0,6
4,0,4,0.0808748770049503,0.13334012998331823,-0.05246525297836793,0,-4
4,1,4,0.026256228366960177,0.13334012998331823,-0.10708390161635806,1,-3
4,2,4,0.0808748770049503,0.13334012998331823,-0.05246525297836793,1,-2
4,3,4,0.06298541754225885,0.13334012998331823,-0.07035471244105938,0,-1
4,5,4,0.001786758763847339,0.13334012998331823,-0.1315533712194709,0,1
4,6,4,0.0048569138796061674,0.13334012998331823,-0.12848321610371208,0,2
4,7,4,0.0011536181629601564,0.13334012998331823,-0.13218651182035807,0,3
4,8,4,0.597589074421859,0.13334012998331823,0.4642489444385408,0,4
4,9,4,0.010282086763812587,0.13334012998331823,-0.12305804321950564,2,5
5,0,5,0.10572474642160708,0.09330176124361003,0.012422985177997045,0,-5
5,1,5,0.11254340673629652,0.09330176124361003,0.01924164549268649,0,-4
5,2,5,0.1637496905731957,0.09330176124361003,0.07044792932958566,6,-3
