trial,i,control,prob_i,prob_control,delta_prob,delta_b,delta_pos
0,1,0,0.11713269945629426,0.11713269945629426,0.0,0,1
0,2,0,0.08569611358293469,0.11713269945629426,-0.03143658587335957,19,2
0,3,0,0.055329569455419045,0.11713269945629426,-0.061803130000875214,1,3
0,4,0,0.048828173665746544,0.11713269945629426,-0.06830452579054772,4,4
0,5,0,0.055329569455419045,0.11713269945629426,-0.061803130000875214,3,5
0,6,0,0.26396261294494877,0.11713269945629426,0.1468299134886545,0,6
0,7,0,0.09122303805982948,0.11713269945629426,-0.025909661396464778,0,7
0,8,0,0.055329569455419045,0.11713269945629426,-0.061803130000875214,2,8
0,9,0,0.11003598795184774,0.11713269945629426,-0.007096711504446518,0,9
1,0,1,0.019912087341320616,0.016507696273964183,0.0034043910673564326,0,-1
1,2,1,0.030840444183286554,0.016507696273964183,0.01433274790932237,0,1
1,3,1,0.0652892208483599,0.016507696273964183,0.04878152457439572,0,2
1,4,1,0.17747450262634615,0.016507696273964183,0.16096680635238197,0,3
1,5,1,0.04215388923236878,0.016507696273964183,0.025646192958404593,0,4
1,6,1,0.015507545516719297,0.016507696273964183,-0.0010001507572448866,0,5
1,7,1,0.0652892208483599,0.016507696273964183,0.04878152457439572,0,6
1,8,1,0.35295019326849547,0.016507696273964183,0.33644249699453127,1,7
1,9,1,0.214075113568842,0.016507696273964183,0.19756741729487784,0,8
2,0,2,0.07415035001568213,0.11484630875861446,-0.04069595874293233,0,-2
2,1,2,0.03091046466740557,0.11484630875861446,-0.08393584409120888,2,-1
2,3,2,0.057748350657232,0.11484630875861446,-0.057097958101382455,4,1
2,4,2,0.5479010960212185,0.11484630875861446,0.43305478726260405,0,2
2,5,2,0.03968982227457715,0.11484630875861446,-0.0751564864840373,13,3
2,6,2,0.010682368200037321,0.11484630875861446,-0.10416394055857714,1,4
2,7,2,0.03728513750548303,0.11484630875861446,-0.07756117125313142,0,5
2,8,2,0.029037694286195195,0.11484630875861446,-0.08580861447241926,0,6
2,9,2,0.057748350657232,0.11484630875861446,-0.057097958101382455,0,7
3,0,3,0.012434973694121842,0.8717588933955267,-0.8593239197014049,4,-3
3,1,3,0.02632483951703411,0.8717588933955267,-0.8454340538784926,9,-2
3,2,3,0.0359817894471935,0.8717588933955267,-0.8357771039483332,10,-1
3,4,3,0.012434973694121842,0.8717588933955267,-0.8593239197014049,0,1
3,5,3,0.004869605666196094,0.8717588933955267,-0.8668892877293306,0,2
3,6,3,0.0011566327265067802,0.8717588933955267,-0.8706022606690199,0,3
3,7,3,0.0035626796121961857,0.8717588933955267,-0.8681962137833306,0,4
3,8,3,0.01097382576878345,0.8717588933955267,-0.8607850676267432,0,5
3,9,3,0.020501805630095227,0.8717588933955267,-0.8512570877654315,0,6
4,0,4,0.040606392853672596,0.08075545497267729,-0.040149062119004694,19,-4
4,1,4,0.3000428790031029,0.08075545497267729,0.21928742403042562,0,-3
4,2,4,0.04601307124676293,0.08075545497267729,-0.03474238372591436,3,-2
4,3,4,0.3000428790031029,0.08075545497267729,0.21928742403042562,0,-1
4,5,4,0.04322528018937624,0.08075545497267729,-0.03753017478330105,0,1
4,6,4,0.04898065937997182,0.08075545497267729,-0.03177479559270547,0,2
4,7,4,0.07126643888019747,0.08075545497267729,-0.009489016092479818,0,3
4,8,4,0.01692726293684091,0.08075545497267729,-0.06382819203583638,9,4
4,9,4,0.052139640504123085,0.08075545497267729,-0.028615814468554206,19,5
5,0,5,0.008243609741472117,0.036945286870044135,-0.028701677128572016,0,-5
5,1,5,0.011267678566873999,0.036945286870044135,-0.025677608303170136,1,-4
5,2,5,0.02539209956763821,0.036945286870044135,-0.011553187302405926,0,-3
5,3,5,0.03932805315629273,0.036945286870044135,0.0023827662862485957,0,-2
5,4,5,0.6548708985772738,0.036945286870044135,0.6179256117072296,0,-1
5,6,5,0.1461214441213348,0.036945286870044135,0.10917615725129065,9,1
5,7,5,0.011267678566873999,0.036945286870044135,-0.025677608303170136,0,2
5,8,5,0.00934123362623575,0.036945286870044135,-0.027604053243808387,5,3
5,9,5,0.05722197969605417,0.036945286870044135,0.020276692826010037,8,4
6,0,6,0.27681316270548273,0.014670561912749965,0.26214260079273277,1,-6
6,1,6,0.02574763800519621,0.014670561912749965,0.011077076092446247,1,-5
6,2,6,0.06998933651526636,0.014670561912749965,0.05531877460251639,0,-4
6,3,6,0.17872401059663925,0.014670561912749965,0.1640534486838893,0,-3
6,4,6,0.061765372688673485,0.014670561912749965,0.04709481077592352,0,-2
6,5,6,0.04810292061663607,0.014670561912749965,0.033432358703886104,2,-1
6,7,6,0.005396998118133503,0.014670561912749965,-0.009273563794616461,1,1
6,8,6,0.24428675868223415,0.014670561912749965,0.2296161967694842,3,2
6,9,6,0.07450326090383845,0.014670561912749965,0.059832698991088486,0,3
7,0,7,0.02646027848217513,0.2510481024680916,-0.22458782398591648,4,-7
7,1,7,0.08150339560785906,0.2510481024680916,-0.16954470686023254,0,-6
7,2,7,0.11858674087166575,0.2510481024680916,-0.13246136159642585,0,-5
7,3,7,0.0983118612127247,0.2510481024680916,-0.15273624125536692,0,-4
7,4,7,0.05962915803893077,0.2510481024680916,-0.19141894442916085,0,-3
7,5,7,0.040982481023489635,0.2510481024680916,-0.21006562144460197,0,-2
7,6,7,0.028166819825698894,0.2510481024680916,-0.2228812826423927,0,-1
7,8,7,0.15226837120957643,0.2510481024680916,-0.09877973125851519,0,1
7,9,7,0.14304289696760744,0.2510481024680916,-0.10800520550048417,8,2
8,0,8,0.11246191930112057,0.18541835849551877,-0.0729564391943982,0,-8
8,1,8,0.12743604988499102,0.18541835849551877,-0.05798230861052775,0,-7
8,2,8,0.08758543081742584,0.18541835849551877,-0.09783292767809293,1,-6
8,3,8,0.08227889782203579,0.18541835849551877,-0.10313946067348298,19,-5
8,4,8,0.03429894752301547,0.18541835849551877,-0.1511194109725033,2,-4
8,5,8,0.020803363268583567,0.18541835849551877,-0.1646149952269352,1,-3
8,6,8,0.006344667328154568,0.18541835849551877,-0.1790736911673642,1,-2
8,7,8,0.2236572328152784,0.18541835849551877,0.03823887431975964,0,-1
8,9,8,0.11971508993531031,0.18541835849551877,-0.06570326856020846,0,1
9,0,9,0.013665400323157093,0.20081156790614546,-0.18714616758298835,10,-9
9,1,9,0.0612440752700874,0.20081156790614546,-0.13956749263605805,0,-8
9,2,9,0.1009744096021528,0.20081156790614546,-0.09983715830399266,0,-7
9,3,9,0.16647863706165533,0.20081156790614546,-0.03433293084449013,0,-6
9,4,9,0.03954214695057084,0.20081156790614546,-0.16126942095557462,7,-5
9,5,9,0.013665400323157093,0.20081156790614546,-0.18714616758298835,1,-4
9,6,9,0.10748669951399395,0.20081156790614546,-0.09332486839215151,0,-3
9,7,9,0.18864501005508838,0.20081156790614546,-0.01216655785105708,0,-2
9,8,9,0.10748669951399395,0.20081156790614546,-0.09332486839215151,0,-1
10,1,0,0.002032728745951276,0.004042563822570326,-0.00200983507661905,0,1
10,2,0,0.013255056473043734,0.004042563822570326,0.009212492650473407,0,2
10,3,0,0.0075525035191787646,0.004042563822570326,0.0035099396966084386,0,3
10,4,0,0.01928599336855805,0.004042563822570326,0.015243429545987723,0,4
10,5,0,0.020529833075556624,0.004042563822570326,0.016487269252986297,0,5
10,6,0,0.8200613054771239,0.004042563822570326,0.8160187416545536,2,6
10,7,0,0.020529833075556624,0.004042563822570326,0.016487269252986297,0,7
10,8,0,0.04924850935422135,0.004042563822570326,0.045205945531651026,1,8
10,9,0,0.043461656962008814,0.004042563822570326,0.03941909313943849,0,9
11,0,1,0.030596451447289865,0.015384861961552043,0.015211589485737823,0,-1
11,2,1,0.1288158720730638,0.015384861961552043,0.11343101011151176,1,1
11,3,1,0.12101131292314575,0.015384861961552043,0.1056264509615937,1,2
11,4,1,0.09424370526504472,0.015384861961552043,0.07885884330349267,0,3
11,5,1,0.03467032162683077,0.015384861961552043,0.01928545966527873,0,4
11,6,1,0.3967807959175417,0.015384861961552043,0.38139593395598964,7,5
11,7,1,0.028742706165322374,0.015384861961552043,0.013357844203770331,0,6
11,8,1,0.028742706165322374,0.015384861961552043,0.013357844203770331,0,7
11,9,1,0.12101131292314575,0.015384861961552043,0.1056264509615937,0,8
12,0,2,0.03188679462980296,0.04094345476136919,-0.009056660131566224,0,-2
12,1,2,0.014149679344082887,0.04094345476136919,-0.0267937754172863,1,-1
12,3,2,0.18349581183150263,0.04094345476136919,0.14255235707013345,3,1
12,4,2,0.565206891309287,0.04094345476136919,0.5242634365479178,5,2
12,5,2,0.09821824207670808,0.04094345476136919,0.057274787315338895,0,3
12,6,2,0.01706777124444,0.04094345476136919,-0.02387568351692919,0,4
12,7,2,0.009135719617934298,0.04094345476136919,-0.03180773514343489,0,5
12,8,2,0.015062255257240725,0.04094345476136919,-0.025881199504128462,0,6
12,9,2,0.024833460627327615,0.04094345476136919,-0.016109994134041572,0,7
13,0,3,0.20107971551532208,0.13819993265601957,0.06287978285930251,0,-3
13,1,3,0.02556441396228987,0.13819993265601957,-0.1126355186937297,0,-2
13,2,3,0.10110921859735847,0.13819993265601957,-0.0370907140586611,1,-1
13,4,3,0.0739730845564099,0.13819993265601957,-0.06422684809960967,19,1
13,5,3,0.027213177008339924,0.13819993265601957,-0.11098675564767965,2,2
13,6,3,0.017570147634856065,0.13819993265601957,-0.1206297850211635,3,3
13,7,3,0.2278531685793047,0.13819993265601957,0.08965323592328514,0,4
13,8,3,0.05761029617873928,0.13819993265601957,-0.08058963647728029,0,5
13,9,3,0.12982680654044515,0.13819993265601957,-0.00837312611557442,1,6
14,0,4,0.025052739201254195,0.09308221835274592,-0.06802947915149173,0,-4
14,1,4,0.019511092908020448,0.09308221835274592,-0.07357112544472548,0,-3
14,2,4,0.02666850206044933,0.09308221835274592,-0.06641371629229659,0,-2
14,3,4,0.043968926604773,0.09308221835274592,-0.04911329174797292,0,-1
14,5,4,0.03021937185540763,0.09308221835274592,-0.0628628464973383,0,1
14,6,4,0.012597311388493822,0.09308221835274592,-0.0804849069642521,0,2
14,7,4,0.036451520450493706,0.09308221835274592,-0.05663069790225222,0,3
14,8,4,0.6069723453756981,0.09308221835274592,0.5138901270229522,0,4
14,9,4,0.10547597173444259,0.09308221835274592,0.012393753381696668,0,5
15,0,5,0.0711574894371263,0.020386962056264994,0.050770527380861304,3,-5
15,1,5,0.2643821466392072,0.020386962056264994,0.24399518458294223,0,-4
15,2,5,0.09726075636133787,0.020386962056264994,0.07687379430507288,0,-3
15,3,5,0.19342611049570688,0.020386962056264994,0.17303914843944188,0,-2
15,4,5,0.19342611049570688,0.020386962056264994,0.17303914843944188,1,-1
15,6,5,0.03157594452984765,0.020386962056264994,0.011188982473582652,0,1
15,7,5,0.03578023269812078,0.020386962056264994,0.015393270641855784,1,2
15,8,5,0.04054431533224664,0.020386962056264994,0.020157353275981643,7,3
15,9,5,0.05205993138880718,0.020386962056264994,0.031672969332542183,1,4
16,0,6,0.09323962976396502,0.034300942892599634,0.05893868687136539,1,-6
16,1,6,0.11972205445948593,0.034300942892599634,0.0854211115668863,0,-5
16,2,6,0.10565434223156059,0.034300942892599634,0.07135339933896095,0,-4
16,3,6,0.12744346358238498,0.034300942892599634,0.09314252068978535,0,-3
16,4,6,0.0875905261721609,0.034300942892599634,0.053289583279561265,17,-2
16,5,6,0.10565434223156059,0.034300942892599634,0.07135339933896095,0,-1
