trial,i,control,prob_i,prob_control,delta_prob,delta_b,delta_pos
0,1,0,5.384940217754036e-13,1.8553913626159784e-07,-1.8553859776757607e-07,2,1
0,2,0,5.675685232632723e-14,1.8553913626159784e-07,-1.855390795047455e-07,7,2
0,3,0,1.9810087980489796e-13,1.8553913626159784e-07,-1.8553893816071803e-07,3,3
0,4,0,3.8242466280971355e-16,1.8553913626159784e-07,-1.8553913587917318e-07,19,4
0,5,0,0.9999997615814777,1.8553913626159784e-07,0.9999995760423415,0,5
0,6,0,1.1548224173015786e-17,1.8553913626159784e-07,-1.855391362500496e-07,3,6
0,7,0,1.4068617124461467e-16,1.8553913626159784e-07,-1.8553913612091167e-07,0,7
0,8,0,8.993766029028821e-18,1.8553913626159784e-07,-1.8553913625260407e-07,1,8
0,9,0,7.681204685202095e-15,1.8553913626159784e-07,-1.8553912858039316e-07,3,9
1,0,1,8.423463754468647e-12,5.675685232632723e-14,8.36670690214232e-12,0,-1
1,2,1,9.862862046580453e-15,5.675685232632723e-14,-4.689399027974677e-14,0,1
1,3,1,3.8242466280971355e-16,5.675685232632723e-14,-5.6374427663517517e-14,0,2
1,4,1,6.305116760146989e-16,5.675685232632723e-14,-5.612634065031253e-14,0,3
1,5,1,3.059023205018258e-07,5.675685232632723e-14,3.059022637449735e-07,0,4
1,6,1,0.9999996423722521,5.675685232632723e-14,0.9999996423721954,2,5
1,7,1,3.442477108469977e-14,5.675685232632723e-14,-2.233208124162746e-14,4,6
1,8,1,8.533047625744066e-17,5.675685232632723e-14,-5.667152185006979e-14,1,7
1,9,1,5.9821282237671354e-15,5.675685232632723e-14,-5.077472410256009e-14,2,8
2,0,2,6.82560337633487e-08,1.2501528663867426e-09,6.700588089696195e-08,5,-2
2,1,2,1.0815941557285693e-11,1.2501528663867426e-09,-1.239336924829457e-09,1,-1
2,3,2,2.543665647376923e-13,1.2501528663867426e-09,-1.249898499822005e-09,2,1
2,4,2,2.825757287115611e-15,1.2501528663867426e-09,-1.2501500406294555e-09,1,2
2,5,2,1.4828213355760042e-17,1.2501528663867426e-09,-1.2501528515585292e-09,4,3
2,6,2,8.533047625744066e-17,1.2501528663867426e-09,-1.2501527810562663e-09,1,4
2,7,2,4.420228103641173e-14,1.2501528663867426e-09,-1.2501086641057062e-09,0,5
2,8,2,6.305116760146989e-16,1.2501528663867426e-09,-1.2501522358750665e-09,5,6
2,9,2,0.9999998807907247,1.2501528663867426e-09,0.9999998795405718,0,7
3,0,3,7.681204685202095e-15,1.626111044617819e-14,-8.579905760976093e-15,10,-3
3,1,3,1.0,1.626111044617819e-14,0.9999999999999838,0,-2
3,2,3,8.878265478459658e-13,1.626111044617819e-14,8.715654373997876e-13,0,-1
3,4,3,4.248354255291589e-18,1.626111044617819e-14,-1.6256862091922896e-14,3,1
3,5,3,2.0067804543947087e-18,1.626111044617819e-14,-1.6259103665723794e-14,19,2
3,6,3,3.97896253583724e-12,1.626111044617819e-14,3.9627014253910614e-12,0,3
3,7,3,9.862862046580453e-15,1.626111044617819e-14,-6.398248399597736e-15,0,4
3,8,3,2.2007019879753665e-15,1.626111044617819e-14,-1.4060408458202821e-14,0,5
3,9,3,9.357622968840175e-14,1.626111044617819e-14,7.731511924222356e-14,14,6
4,0,4,7.287654594998146e-14,9.237361567205748e-09,-9.237288690659797e-09,5,-4
4,1,4,1.0129987330277146e-05,9.237361567205748e-09,1.012074996870994e-05,0,-3
4,2,4,2.061133965839569e-09,9.237361567205748e-09,-7.176227601366179e-09,0,-2
4,3,4,6.305044604224876e-16,9.237361567205748e-09,-9.237360936701287e-09,9,-1
4,5,4,0.9999898673126559,9.237361567205748e-09,0.9999898580752944,0,1
4,6,4,8.095837525174643e-16,9.237361567205748e-09,-9.237360757621995e-09,10,2
4,7,4,6.224085265122139e-11,9.237361567205748e-09,-9.175120714554526e-09,0,3
4,8,4,8.423383422441323e-12,9.237361567205748e-09,-9.228938183783306e-09,0,4
4,9,4,2.789441490555009e-10,9.237361567205748e-09,-8.958417418150247e-09,0,5
5,0,5,1.3638146912603726e-11,3.56308258665504e-15,1.3634583830017071e-11,2,-5
5,1,5,0.9820137577607906,3.56308258665504e-15,0.982013757760787,0,-4
5,2,5,5.874530049879398e-15,3.56308258665504e-15,2.3114474632243575e-15,1,-3
5,3,5,0.017986211314027313,3.56308258665504e-15,0.01798621131402375,0,-2
5,4,5,4.065474296757456e-08,3.56308258665504e-15,4.0654739404491977e-08,0,-1
5,6,5,5.646107881782163e-19,3.56308258665504e-15,-3.5625179758668624e-15,2,1
5,7,5,4.11836351489804e-13,3.56308258665504e-15,4.0827326890314893e-13,0,2
5,8,5,8.271954244159352e-12,3.56308258665504e-15,8.268391161572697e-12,0,3
5,9,5,4.11836351489804e-13,3.56308258665504e-15,4.0827326890314893e-13,2,4
6,0,6,1.1399918530443554e-12,2.2007019879753665e-15,1.13779115105638e-12,0,-6
6,1,6,8.878265478459658e-13,2.2007019879753665e-15,8.856258458579905e-13,0,-5
6,2,6,1.626111044617819e-14,2.2007019879753665e-15,1.4060408458202821e-14,0,-4
6,3,6,1.039538011670222e-15,2.2007019879753665e-15,-1.1611639763051445e-15,0,-3
6,4,6,2.825757287115611e-15,2.2007019879753665e-15,6.250552991402446e-16,2,-2
6,5,6,1.0,2.2007019879753665e-15,0.9999999999999978,5,-1
6,7,6,1.039538011670222e-15,2.2007019879753665e-15,-1.1611639763051445e-15,0,1
6,8,6,1.4068617124461467e-16,2.2007019879753665e-15,-2.060015816730752e-15,0,2
6,9,6,1.8064461965456932e-16,2.2007019879753665e-15,-2.020057368320797e-15,0,3
7,0,7,0.9999984502816872,1.1253496007565217e-07,0.9999983377467271,1,-7
7,1,7,1.370956471489639e-06,1.1253496007565217e-07,1.2584215114139868e-06,0,-6
7,2,7,3.398261337819773e-09,1.1253496007565217e-07,-1.091366987378324e-07,0,-5
7,3,7,2.1724357914826287e-10,1.1253496007565217e-07,-1.1231771649650392e-07,5,-4
7,4,7,3.398261337819773e-09,1.1253496007565217e-07,-1.091366987378324e-07,0,-3
7,5,7,1.0261860058738471e-10,1.1253496007565217e-07,-1.1243234147506478e-07,0,-2
7,6,7,1.3887917375838539e-11,1.1253496007565217e-07,-1.1252107215827634e-07,0,-1
7,8,7,2.1724357914826287e-10,1.1253496007565217e-07,-1.1231771649650392e-07,0,1
7,9,7,2.2897304783270907e-11,1.1253496007565217e-07,-1.125120627708689e-07,3,2
8,0,8,2.978314907228826e-16,6.645518822224238e-17,2.313763025006402e-16,3,-8
8,1,8,0.9999963045256735,6.645518822224238e-17,0.9999963045256733,0,-7
8,2,8,1.2664117239228628e-14,6.645518822224238e-17,1.2597662051006385e-14,1,-6
8,3,8,3.7266389560521204e-06,6.645518822224238e-17,3.726638955985665e-06,0,-5
8,4,8,2.7894574519129143e-10,6.645518822224238e-17,2.789456787361032e-10,0,-4
8,5,8,8.095899291748804e-16,6.645518822224238e-17,7.43134740952638e-16,0,-3
8,6,8,1.1548180120120635e-17,6.645518822224238e-17,-5.490700810212175e-17,0,-2
8,7,8,1.562876227423946e-18,6.645518822224238e-17,-6.489231199481844e-17,0,-1
8,9,8,8.99373172059958e-18,6.645518822224238e-17,-5.74614565016428e-17,0,1
9,0,9,1.1548224173015786e-17,8.423463754468647e-12,-8.423452206244475e-12,19,-9
9,1,9,1.0,8.423463754468647e-12,0.9999999999915765,0,-8
9,2,9,3.1391327920480296e-17,8.423463754468647e-12,-8.423432363140726e-12,0,-7
9,3,9,1.026187963170189e-10,8.423463754468647e-12,9.419533256255026e-11,0,-6
9,4,9,3.4872615319944465e-19,8.423463754468647e-12,-8.423463405742494e-12,0,-5
9,5,9,3.4872615319944465e-19,8.423463754468647e-12,-8.423463405742494e-12,0,-4
9,6,9,2.8625185805493937e-20,8.423463754468647e-12,-8.423463725843461e-12,0,-3
9,7,9,9.991171568224243e-20,8.423463754468647e-12,-8.423463654556931e-12,1,-2
9,8,9,4.719495271526123e-20,8.423463754468647e-12,-8.423463707273694e-12,1,-1
10,1,0,4.539785156619626e-05,7.582213333785951e-10,4.5397093344862885e-05,2,1
10,2,0,6.914083598066395e-13,7.582213333785951e-10,-7.575299250187885e-10,0,2
10,3,0,1.2663585842870401e-14,7.582213333785951e-10,-7.582086697927523e-10,1,3
10,4,0,1.250095640239903e-09,7.582213333785951e-10,4.918743068613078e-10,0,4
10,5,0,1.8553064314836208e-07,7.582213333785951e-10,1.847724218149835e-07,1,5
10,6,0,0.9999543449247886,7.582213333785951e-10,0.9999543441665673,17,6
10,7,0,4.658672883101751e-15,7.582213333785951e-10,-7.582166747057121e-10,0,7
10,8,0,1.806363505893949e-16,7.582213333785951e-10,-7.582211527422445e-10,16,8
10,9,0,2.289630032301502e-11,7.582213333785951e-10,-7.353250330555801e-10,1,9
11,0,1,7.446175913084011e-10,0.9820137577607906,-0.982013757016173,0,-1
11,2,1,1.515061268401548e-13,0.9820137577607906,-0.982013757760639,0,1
11,3,1,5.288083428288547e-13,0.9820137577607906,-0.9820137577602618,0,2
11,4,1,0.017986211314027313,0.9820137577607906,-0.9640275464467633,0,3
11,5,1,4.5163339888991655e-10,0.9820137577607906,-0.9820137573091572,0,4
11,6,1,1.9453771764667558e-13,0.9820137577607906,-0.9820137577605961,0,5
11,7,1,4.11836351489804e-13,0.9820137577607906,-0.9820137577603788,1,6
11,8,1,4.11836351489804e-13,0.9820137577607906,-0.9820137577603788,2,7
11,9,1,5.288083428288547e-13,0.9820137577607906,-0.9820137577602618,0,8
12,0,2,0.9706877714009485,1.6423039540135797e-10,0.9706877712367181,0,-2
12,1,2,1.824434893987851e-12,1.6423039540135797e-10,-1.6240596050737013e-10,0,-1
12,3,2,3.0079846167253033e-12,1.6423039540135797e-10,-1.6122241078463266e-10,6,1
12,4,2,1.1065756998531997e-12,1.6423039540135797e-10,-1.6312381970150478e-10,1,2
12,5,2,4.0708645007589277e-13,1.6423039540135797e-10,-1.6382330895128209e-10,4,3
12,6,2,0.029312232836486894,1.6423039540135797e-10,0.029312232672256498,0,4
12,7,2,1.4783549066380654e-08,1.6423039540135797e-10,1.4619318670979295e-08,0,5
12,8,2,4.9593282195337795e-12,1.6423039540135797e-10,-1.5927106718182418e-10,0,6
12,9,2,2.0267640921559506e-14,1.6423039540135797e-10,-1.6421012776043641e-10,1,7
13,0,3,1.1253517471925912e-07,1.026187963170189e-10,1.1243255592294209e-07,2,-3
13,1,3,0.9999990463265931,1.026187963170189e-10,0.9999990462239743,0,-2
13,2,3,1.9555681087850496e-08,1.026187963170189e-10,1.9453062291533476e-08,0,-1
13,4,3,8.878265478459658e-13,1.026187963170189e-10,-1.0173096976917293e-10,2,1
13,5,3,2.0879679116459336e-14,1.026187963170189e-10,-1.0259791663790244e-10,3,2
13,6,3,8.315279260963632e-07,1.026187963170189e-10,8.314253073000462e-07,0,3
13,7,3,5.109089028063325e-12,1.026187963170189e-10,-9.750970728895558e-11,0,4
13,8,3,3.97896253583724e-12,1.026187963170189e-10,-9.863983378118166e-11,0,5
13,9,3,5.384940217754036e-13,1.026187963170189e-10,-1.020803022952435e-10,0,6
14,0,4,0.18242519836536233,1.8479843341898945e-06,0.18242335038102814,1,-4
14,1,4,3.428730902011411e-13,1.8479843341898945e-06,-1.8479839913168043e-06,0,-3
14,2,4,0.8175729933027235,1.8479843341898945e-06,0.8175711453183893,0,-2
14,3,4,2.1919143321893477e-14,1.8479843341898945e-06,-1.847984312270751e-06,0,-1
14,5,4,1.3832487710097211e-10,1.8479843341898945e-06,-1.8478460093127934e-06,1,1
14,6,4,2.434996872841516e-16,1.8479843341898945e-06,-1.8479843339463947e-06,0,2
14,7,4,3.808975972100919e-15,1.8479843341898945e-06,-1.8479843303809186e-06,0,3
14,8,4,6.279939704788483e-15,1.8479843341898945e-06,-1.8479843279099547e-06,0,4
14,9,4,1.6196177964597203e-13,1.8479843341898945e-06,-1.8479841722281148e-06,0,5
15,0,5,3.396382173535969e-09,2.2590751853484734e-06,-2.2556788031749374e-06,1,-5
15,1,5,0.999444912230328,2.2590751853484734e-06,0.9994426531551427,0,-4
15,2,5,3.9767546714117e-12,2.2590751853484734e-06,-2.259071208593802e-06,0,-3
15,3,5,5.38195219818025e-13,2.2590751853484734e-06,-2.2590746471532534e-06,0,-2
15,4,5,0.0005527774722330698,2.2590751853484734e-06,0.0005505183970477213,0,-1
15,6,5,8.988758383428781e-18,2.2590751853484734e-06,-2.2590751853394846e-06,0,1
