trial,i,control,prob_i,prob_control,delta_prob,delta_b,delta_pos
0,1,0,9.200664075840529e-09,0.002468878877793638,-0.0024688696771295623,0,1
0,2,0,1.663517502573514e-05,0.002468878877793638,-0.0024522437027679027,6,2
0,3,0,0.0014974507344987613,0.002468878877793638,-0.0009714281432948767,13,3
0,4,0,0.9960170518941523,0.002468878877793638,0.9935481730163587,2,4
1,0,1,8.315271330899149e-07,8.315271330899149e-07,0.0,0,-1
1,2,1,0.9999982118638471,8.315271330899149e-07,0.999997380336714,2,1
1,3,1,2.789462772385846e-10,8.315271330899149e-07,-8.312481868126763e-07,0,2
1,4,1,1.1253496007565217e-07,8.315271330899149e-07,-7.189921730142628e-07,0,3
2,0,2,1.1278861045317064e-13,1.3563993677958948e-07,-1.3563982399097903e-07,15,-2
2,1,2,0.7310584259457913,1.3563993677958948e-07,0.7310582903058546,0,-1
2,3,2,6.753121246133381e-09,1.3563993677958948e-07,-1.288868155334561e-07,1,1
2,4,2,0.26894137321568934,1.3563993677958948e-07,0.26894123757575256,0,2
3,0,3,1.0447216717684918e-08,0.8807950125263736,-0.8807950020791568,0,-3
3,1,3,1.9908871056678317e-06,0.8807950125263736,-0.880793021639268,0,-2
3,2,3,0.11920265670371576,0.8807950125263736,-0.7615923558226578,0,-1
3,4,3,2.6943727033767604e-07,0.8807950125263736,-0.8807947430891032,0,1
4,0,4,0.9999971389852362,2.902312105056987e-06,0.9999942366731311,0,-4
4,1,4,7.287710195602358e-14,2.902312105056987e-06,-2.902312032179885e-06,0,-3
4,2,4,1.7139018935126759e-15,2.902312105056987e-06,-2.9023121033430853e-06,15,-2
4,3,4,4.420219672733183e-14,2.902312105056987e-06,-2.9023120608547903e-06,4,-1
5,1,0,0.9795573673522529,0.01794121536864779,0.9616161519836051,0,1
5,2,0,1.491863583465294e-08,0.01794121536864779,-0.017941200450011956,0,2
5,3,0,7.332164653992235e-05,0.01794121536864779,-0.017867893722107866,0,3
5,4,0,0.002428079463525017,0.01794121536864779,-0.015513135905122773,3,4
6,0,1,3.628344178047045e-15,1.0,-0.9999999999999963,5,-1
6,2,1,4.420228103641173e-14,1.0,-0.9999999999999558,1,1
6,3,1,7.582560427911907e-10,1.0,-0.999999999241744,0,2
6,4,1,4.8473687062702556e-11,1.0,-0.9999999999515263,0,3
7,0,2,1.463778514125909e-12,1.8795288165390832e-12,-4.157503024131743e-13,19,-2
7,1,2,1.0,1.8795288165390832e-12,0.9999999999981205,0,-1
7,3,2,1.3887943864964021e-11,1.8795288165390832e-12,1.2008415048424938e-11,0,1
7,4,2,2.7894680928689246e-10,1.8795288165390832e-12,2.770672804703534e-10,0,2
8,0,3,1.4449802461092448e-07,0.9999998807907247,-0.9999997362927,0,-3
8,1,3,2.7894680928689246e-10,0.9999998807907247,-0.9999998805117779,0,-2
8,2,3,1.3176514270095466e-10,0.9999998807907247,-0.9999998806589595,0,-1
8,4,3,2.646573638909117e-09,0.9999998807907247,-0.999999878144151,1,1
9,0,4,5.905303998944039e-10,5.3157852544244216e-08,-5.256732214434981e-08,0,-4
9,1,4,1.0,5.3157852544244216e-08,0.9999999468421474,0,-3
9,2,4,6.224144622907783e-11,5.3157852544244216e-08,-5.309561109801514e-08,0,-2
9,3,4,4.363462252943702e-09,5.3157852544244216e-08,-4.879439029130051e-08,0,-1
10,1,0,3.823779829607865e-16,0.0001233946226544279,-0.00012339462265404552,3,1
10,2,0,0.999876633606226,0.0001233946226544279,0.9997532389835716,0,2
10,3,0,2.8254123670931997e-15,0.0001233946226544279,-0.00012339462265160248,14,3
10,4,0,1.317488077793474e-10,0.0001233946226544279,-0.00012339449090562011,3,4
11,0,1,5.384940217754036e-13,1.0,-0.9999999999994615,0,-1
11,2,1,9.736200313009565e-10,1.0,-0.9999999990263799,1,1
11,3,1,4.363462252943702e-09,1.0,-0.9999999956365377,0,2
11,4,1,1.9810087980489796e-13,1.0,-0.9999999999998019,0,3
12,0,2,0.8807968631347706,2.4569545629560933e-10,0.8807968628890751,0,-2
12,1,2,3.8433235784498595e-09,2.4569545629560933e-10,3.59762812215425e-09,19,-1
12,3,2,0.11920288406495688,2.4569545629560933e-10,0.11920288381926143,0,1
12,4,2,2.6943778424897535e-07,2.4569545629560933e-10,2.6919208879267974e-07,2,2
13,0,3,1.2664165549094176e-14,4.5990553786523166e-10,-4.5989287369968256e-10,6,-3
13,1,3,1.0,4.5990553786523166e-10,0.9999999995400944,0,-2
13,2,3,4.5990553786523166e-10,4.5990553786523166e-10,0.0,0,-1
13,4,3,1.5428112031918877e-13,4.5990553786523166e-10,-4.597512567449125e-10,1,1
14,0,4,1.0,1.2015425731771786e-13,0.9999999999998799,0,-4
14,1,4,2.061153622438558e-09,1.2015425731771786e-13,2.06103346818124e-09,0,-3
14,2,4,2.172439935079017e-10,1.2015425731771786e-13,2.17123839250584e-10,1,-2
14,3,4,3.2241867372567335e-08,1.2015425731771786e-13,3.224174721831002e-08,0,-1
15,1,0,3.211065561159156e-08,0.9959297821605785,-0.9959297500499229,1,1
15,2,0,2.2804165224295605e-11,0.9959297821605785,-0.9959297821377743,3,2
15,3,0,9.199856863046563e-09,0.9959297821605785,-0.9959297729607216,1,3
15,4,0,0.004070137939983506,0.9959297821605785,-0.991859644220595,0,4
16,0,1,3.0590173704000945e-07,2.1724357914826287e-10,3.0568449346086116e-07,0,-1
16,2,1,7.991944649514694e-11,2.1724357914826287e-10,-1.3732413265311594e-10,0,1
16,3,1,0.9999982118638471,2.1724357914826287e-10,0.9999982116466035,0,2
16,4,1,1.370956471489639e-06,2.1724357914826287e-10,1.370739227910491e-06,0,3
17,0,2,1.0,4.139937718785167e-08,0.9999999586006229,0,-2
17,1,2,7.287724095819692e-14,4.139937718785167e-08,-4.139930431061071e-08,15,-1
17,3,2,8.423463754468647e-12,4.139937718785167e-08,-4.13909537240972e-08,1,1
17,4,2,7.991959892953932e-11,4.139937718785167e-08,-4.131945758892213e-08,2,2
18,0,3,7.991959892953932e-11,3.398267819495071e-09,-3.3183482205655315e-09,0,-3
18,1,3,1.0,3.398267819495071e-09,0.9999999966017322,1,-2
18,2,3,1.2015425731771786e-13,3.398267819495071e-09,-3.3981476652377534e-09,6,-1
18,4,3,3.628344178047045e-15,3.398267819495071e-09,-3.398264191150893e-09,19,1
19,0,4,0.00011977805932384727,0.029308717791066922,-0.029188939731743073,0,-4
19,1,4,4.521787206311936e-15,0.029308717791066922,-0.0293087177910624,2,-3
19,2,4,0.9705715299881211,0.029308717791066922,0.9412628121970542,0,-2
19,3,4,9.572623590881347e-15,0.029308717791066922,-0.02930871779105735,6,-1
20,1,0,6.182319628837118e-11,2.73514099747716e-05,-2.735134815157531e-05,0,1
20,2,0,0.9932799796053009,2.73514099747716e-05,0.9932526281953261,0,2
20,3,0,3.2441836001943005e-13,2.73514099747716e-05,-2.735140965035324e-05,7,3
20,4,0,0.006692669356877734,2.73514099747716e-05,0.006665317946902963,0,4
21,0,1,1.0,1.2501528663867426e-09,0.9999999987498471,1,-1
