trial,i,control,prob_i,prob_control,delta_prob,delta_b,delta_pos
0,1,0,0.20277739041465884,0.17895041895512365,0.02382697145953519,0,1
0,2,0,0.17895041895512365,0.17895041895512365,0.0,0,2
0,3,0,0.26037132322203516,0.17895041895512365,0.08142090426691151,0,3
0,4,0,0.17895041895512365,0.17895041895512365,0.0,6,4
1,0,1,0.3771553852896133,0.08415473148848782,0.2930006538011255,0,-1
1,2,1,0.10805681416575057,0.08415473148848782,0.02390208267726275,0,1
1,3,1,0.2287563046538816,0.08415473148848782,0.1446015731653938,0,2
1,4,1,0.20187673030374859,0.08415473148848782,0.11772199881526077,0,3
2,0,2,0.23342275286916545,0.14157805628967393,0.09184469657949151,0,-2
2,1,2,0.3396281014011819,0.14157805628967393,0.19805004511150795,0,-1
2,3,2,0.12494219614958472,0.14157805628967393,-0.016635860140089206,4,1
2,4,2,0.16042895547285208,0.14157805628967393,0.018850899183178144,3,2
3,0,3,0.09147764163208412,0.5965091546372001,-0.505031513005116,0,-3
3,1,3,0.029698442063979005,0.5965091546372001,-0.5668107125732211,4,-2
3,2,3,0.033652743683292574,0.5965091546372001,-0.5628564109539076,19,-1
3,4,3,0.2486620109587829,0.5965091546372001,-0.3478471436784172,0,1
4,0,4,0.18631078771535026,0.39441991717925723,-0.20810912946390697,1,-4
4,1,4,0.1644186930768927,0.39441991717925723,-0.23000122410236454,0,-3
4,2,4,0.06853990846893428,0.39441991717925723,-0.32588000871032297,2,-2
4,3,4,0.18631078771535026,0.39441991717925723,-0.20810912946390697,0,-1
5,1,0,0.06475865204506201,0.10676896708856208,-0.04201031504350007,1,1
5,2,0,0.0831517551762972,0.10676896708856208,-0.023617211912264874,2,2
5,3,0,0.37266031235303776,0.10676896708856208,0.26589134526447566,0,3
5,4,0,0.37266031235303776,0.10676896708856208,0.26589134526447566,0,4
6,0,1,0.24291357607411132,0.16695189650851194,0.07596167956559938,0,-1
6,2,1,0.1473345315493857,0.16695189650851194,-0.01961736495912625,3,1
6,3,1,0.3534371676820373,0.16695189650851194,0.18648527117352537,0,2
6,4,1,0.08936291061910072,0.16695189650851194,-0.07758898588941122,8,3
7,0,2,0.03049710523012633,0.07315875227406482,-0.04266164704393849,0,-2
7,1,2,0.7865307806966929,0.07315875227406482,0.7133720284226281,0,-1
7,3,2,0.02691360090338295,0.07315875227406482,-0.04624515137068187,1,1
7,4,2,0.08289972696765571,0.07315875227406482,0.009740974693590893,1,2
8,0,3,0.23275560197485104,0.43484473837798426,-0.20208913640313322,0,-3
8,1,3,0.07556468047261337,0.43484473837798426,-0.3592800579053709,2,-2
8,2,3,0.18127024508227021,0.43484473837798426,-0.253574493295714,0,-1
8,4,3,0.07556468047261337,0.43484473837798426,-0.3592800579053709,1,1
9,0,4,0.148270649363017,0.3556827975773999,-0.2074121482143829,0,-4
9,1,4,0.19038328233090993,0.3556827975773999,-0.16529951524648998,0,-3
9,2,4,0.08993069477417125,0.3556827975773999,-0.26575210280322864,2,-2
9,3,4,0.21573252186305542,0.3556827975773999,-0.13995027571434449,0,-1
10,1,0,0.15311041151378363,0.11924250838331973,0.033867903130463894,0,1
10,2,0,0.2524363922284249,0.11924250838331973,0.13319388384510517,0,2
10,3,0,0.2524363922284249,0.11924250838331973,0.13319388384510517,0,3
10,4,0,0.22277433424121498,0.11924250838331973,0.10353182585789525,0,4
11,0,1,0.3615825308996087,0.46428115990537816,-0.10269862900576948,0,-1
11,2,1,0.023115200605666714,0.46428115990537816,-0.4411659592997115,1,1
11,3,1,0.03363241842842252,0.46428115990537816,-0.43064874147695564,0,2
11,4,1,0.11738867480405438,0.46428115990537816,-0.34689248510132376,0,3
12,0,2,0.05283584966853262,0.09871036255073269,-0.04587451288220007,0,-2
12,1,2,0.501292614223956,0.09871036255073269,0.4025822516732233,0,-1
12,3,2,0.16274587437591434,0.09871036255073269,0.06403551182518165,0,1
12,4,2,0.1844152357920754,0.09871036255073269,0.0857048732413427,0,2
13,0,3,0.17446992312312015,0.08241375614265811,0.09205616698046204,0,-3
13,1,3,0.1199113076340056,0.08241375614265811,0.037497551491347494,1,-2
13,2,3,0.36935280813491383,0.08241375614265811,0.2869390519922557,0,-1
13,4,3,0.25385224025323744,0.08241375614265811,0.17143848411057933,1,1
14,0,4,0.13365465669161436,0.0810656470968304,0.052589009594783964,0,-4
14,1,4,0.043391314068865774,0.0810656470968304,-0.03767433302796462,0,-3
14,2,4,0.06313398943920168,0.0810656470968304,-0.01793165765762872,0,-2
14,3,4,0.6787544338642916,0.0810656470968304,0.5976887867674612,0,-1
15,1,0,0.15218282764182253,0.3650676253960212,-0.2128847977541987,1,1
15,2,0,0.3221710486459021,0.3650676253960212,-0.0428965767501191,0,2
15,3,0,0.10459361338578796,0.3650676253960212,-0.26047401201023324,3,3
15,4,0,0.05598492691483984,0.3650676253960212,-0.30908269848118136,5,4
16,0,1,0.06740575882306903,0.11113330833927675,-0.04372754951620772,0,-1
16,2,1,0.16169800951176502,0.11113330833927675,0.05056470117248828,0,1
16,3,1,0.4980649333346467,0.11113330833927675,0.3869316249953699,0,2
16,4,1,0.16169800951176502,0.11113330833927675,0.05056470117248828,0,3
17,0,2,0.385870475901097,0.2065415698432865,0.17932890605781052,0,-2
17,1,2,0.09756332934459078,0.2065415698432865,-0.10897824049869573,3,-1
17,3,2,0.23404226036191397,0.2065415698432865,0.02750069051862747,0,1
17,4,2,0.07598239729262067,0.2065415698432865,-0.13055917255066585,1,2
18,0,3,0.08187402527442134,0.604971693679715,-0.5230976684052937,2,-3
18,1,3,0.020700995457292287,0.604971693679715,-0.5842706982224227,2,-2
18,2,3,0.11912600385451667,0.604971693679715,-0.4858456898251984,19,-1
18,4,3,0.1733272922038719,0.604971693679715,-0.43164440147584315,2,1
19,0,4,0.22862759978676472,0.22862759978676472,0.0,0,-4
19,1,4,0.05780610991989493,0.22862759978676472,-0.1708214898668698,0,-3
19,2,4,0.05780610991989493,0.22862759978676472,-0.1708214898668698,16,-2
19,3,4,0.4271325890590552,0.22862759978676472,0.1985049892722905,0,-1
20,1,0,0.10198953442734325,0.1483938969726919,-0.046404362545348646,0,1
20,2,0,0.10198953442734325,0.1483938969726919,-0.046404362545348646,0,2
20,3,0,0.19054153539427848,0.1483938969726919,0.042147638421586586,1,3
20,4,0,0.4570854089763046,0.1483938969726919,0.3086915120036127,0,4
21,0,1,0.05716168309976167,0.06477267277919109,-0.007610989679429421,0,-1
21,2,1,0.1995138780439187,0.06477267277919109,0.1347412052647276,0,1
21,3,1,0.25618089039032993,0.06477267277919109,0.19140821761113885,0,2
21,4,1,0.42237085795816937,0.06477267277919109,0.3575981851789783,0,3
22,0,2,0.03462368291268972,0.06468555563304769,-0.03006187272035797,3,-2
22,1,2,0.37223962717042963,0.06468555563304769,0.30755407153738196,0,-1
22,3,2,0.10664845147926222,0.06468555563304769,0.04196289584621453,1,1
22,4,2,0.4218027576983445,0.06468555563304769,0.35711720206529685,0,2
23,0,3,0.18910367463174568,0.45363616011130875,-0.2645324854795631,0,-3
23,1,3,0.08932625089645618,0.45363616011130875,-0.36430990921485257,4,-2
23,2,3,0.18910367463174568,0.45363616011130875,-0.2645324854795631,1,-1
23,4,3,0.07883013973561702,0.45363616011130875,-0.3748060203756917,3,1
24,0,4,0.02865558866875244,0.448248851687721,-0.41959326301896854,7,-4
24,1,4,0.3490965358974795,0.448248851687721,-0.09915231579024147,0,-3
24,2,4,0.06066388168779489,0.448248851687721,-0.3875849699999261,13,-2
24,3,4,0.11333505172536944,0.448248851687721,-0.33491379996235154,1,-1
25,1,0,0.34454024742369155,0.036314274908809965,0.3082259725148816,0,1
25,2,0,0.11185584143035776,0.036314274908809965,0.0755415665215478,0,2
25,3,0,0.34454024742369155,0.036314274908809965,0.3082259725148816,0,3
25,4,0,0.16274928895606544,0.036314274908809965,0.1264350140472555,0,4
26,0,1,0.09114627371444066,0.1502748002180543,-0.05912852650361365,1,-1
26,2,1,0.11703413208571961,0.1502748002180543,-0.0332406681323347,1,1
26,3,1,0.11703413208571961,0.1502748002180543,-0.0332406681323347,2,2
26,4,1,0.5245106218883394,0.1502748002180543,0.37423582167028513,0,3
27,0,2,0.1242409829567488,0.08538949557262535,0.03885148738412346,1,-2
27,1,2,0.2980385889841614,0.08538949557262535,0.21264909341153607,0,-1
27,3,2,0.05868728482843459,0.08538949557262535,-0.026702210744190755,6,1
27,4,2,0.4336435881968777,0.08538949557262535,0.34825409262425233,0,2
28,0,3,0.301869611410972,0.18309317455629315,0.11877643685467887,0,-3
28,1,3,0.08648709169556505,0.18309317455629315,-0.0966060828607281,2,-2
28,2,3,0.34206308319822687,0.18309317455629315,0.15896990864193372,0,-1
28,4,3,0.08648709169556505,0.18309317455629315,-0.0966060828607281,3,1
29,0,4,0.2671348739692647,0.20804484903294443,0.05909002493632029,0,-4
29,1,4,0.07653542280083668,0.20804484903294443,-0.13150942623210776,0,-3
29,2,4,0.38867897133746676,0.20804484903294443,0.18063412230452233,0,-2
29,3,4,0.05960584720999266,0.20804484903294443,-0.14843900182295178,0,-1
30,1,0,0.4729536161473311,0.06400731922934585,0.40894629691798523,0,1
30,2,0,0.13550347971858342,0.06400731922934585,0.07149616048923757,0,2
30,3,0,0.173989912008293,0.06400731922934585,0.10998259277894715,1,3
30,4,0,0.15354555842828488,0.06400731922934585,0.08953823919893902,2,4
31,0,1,0.14956113438900473,0.670286501338565,-0.5207253669495603,0,-1
31,2,1,0.08005429690076292,0.670286501338565,-0.5902322044378021,0,1
31,3,1,0.02945033000722539,0.670286501338565,-0.6408361713313396,2,2
31,4,1,0.07064766905351086,0.670286501338565,-0.5996388322850542,0,3
32,0,2,0.11049842398658108,0.18218108028783903,-0.07168265630125795,2,-2
32,1,2,0.30036582218968805,0.18218108028783903,0.11818474190184902,0,-1
32,3,2,0.14188276798896352,0.18218108028783903,-0.04029831229887551,6,1
